clause_text,label
물류센터의 배송량 증가로 인한 근로시간 증가를 급여 미반영으로 처리할 수 있다.,1
물류센터의 배송량 증가에 따른 근로시간 증가는 임금에 반영된다.,0
물류센터의 분류 자동화 장비 오류로 인한 배송 지연을 현장 근로자 책임으로 부과한다.,1
"물류센터의 자동화 도입으로 인한 작업 시간 단축은 회사의 효율 개선이며, 근로자 급여 감액 사유가 아니다.",0
물류센터의 자동화 도입으로 작업량 감소 시 근로자 급여를 연동 인하한다.,1
물류창고 직원이 법정 의무 안전 교육 이수 전 사고를 당하면 교육 미이수 과실을 이유로 산재 신청 지원을 거부할 수 있다.,1
"물류창고 직원이 안전 교육 이수 전 사고를 당한 경우 산재보험을 적용하며, 교육 미이수를 이유로 산재 지원을 거부하지 않는다.",0
"물품 분실도 원인을 파악하며, 무조건 배송원 책임이 아니다.",0
물품 손상은 원인을 객관적으로 조사하여 책임을 공정하게 배분한다.,0
뮤지컬 배우의 공연 중 부상은 공연 특성상 개인 책임이다.,1
"뮤지컬 배우의 공연 중 부상은 산재로 인정하며, 의료비 및 치료 기간을 지원한다.",0
"미등기 임원(이사대우)의 급여는 이사회 결의로 언제든지 조정 가능하며, 근로자는 급여 삭감에 대해 근로기준법 위반을 주장할 수 없다.",1
미디어 기사 작성 후 고객 항의 및 정정 요청이 많으면 기자의 평가를 낮춘다.,1
"미디어 기사는 뉘앙스와 맥락을 포함하여 평가하며, 조회수만으로 평가하지 않는다.",0
"미디어 기사의 정정 요청은 객관적으로 검토하며, 기자만 책임 지우지 않는다.",0
미디어 기사의 조회수 저조는 기자의 뉴스 선정 능력 부족으로 평가한다.,1
미리 정해지지 않은 초과 근무는 보상하지 않기로 한다.,1
"미사용 연차는 법정 규정에 따라 관리되며, 퇴사 시 보상이 보장된다.",0
미사용 연차유급휴가 수당은 연차휴가 청구권이 소멸한 날의 다음 첫 급여일에 전액 통화로 지급한다.,0
미술관 도슨트의 특별 전시 설명 준비가 회사 지시로 이루어지는 경우 근로시간으로 인정하여 수당을 지급한다.,0
미술관 도슨트의 특별 전시 설명 준비는 정규 업무의 연장이므로 별도 수당 미지급이다.,1
미술관의 관람객 수 감소는 마케팅팀의 홍보 부족으로 간주하여 급여를 조정한다.,1
미술관의 관람객 수 저조를 마케팅팀 책임으로 일괄 간주한다.,1
"미술관의 관람객 수 증감은 경기, 행사 등 여러 요소를 포함하여 평가한다.",0
"미지급 휴가비는 법정 기한 내에 지급되며, 차년도 이월은 금지다.",0
민원 처리는 회사와 현장소장이 함께 책임진다.,0
"바리스타의 개인 레시피 개선은 긍정적으로 평가하며, 고객 불만은 여러 요소를 종합 검토한다.",0
바리스타의 커피 레시피 변경으로 인한 고객 불만은 해당 직원의 성과급을 삭감한다.,1
바쁜 시간대 근무 기피 직원은 기본급을 5% 삭감한다.,1
"바쁜 시간대 근무는 수당으로 보상되며, 강제할 수 없다.",0
박물관 큐레이션 아이디어가 미채택 되어도 아이디어 개발 비용을 인정하지 않는다.,1
박물관 큐레이션 아이디어가 미채택되어도 근무로 인정하여 임금을 지급한다.,0
밤 12시 이후 배달은 보험 미적용이므로 배달원 책임이다.,1
밤샘 작업을 자부심으로 강요한다.,1
"방과 후 특기 적성 강사에게 요구하는 행정 업무는 소정근로시간 내에 배정하거나, 시간 외 업무에 대해서는 수당을 지급한다.",0
방문 요양 서비스 제공자의 이동 시간(클라이언트 간 이동)은 근로시간이 아닌 개인 시간으로 보아 시급 산정 대상에서 제외한다.,1
방문 요양 서비스 제공자의 클라이언트 간 이동 시간이 사용자 관리 아래 있는 경우 근로시간에 포함하여 임금을 산정한다.,0
"방송 관련 직종에 종사하는 계약 직원이 동종 방송국·OTT 플랫폼으로 이직하는 경우 퇴직 후 2년간 이직을 금지하며, 위반 시 위약금 5천만 원을 청구한다.",1
방송 시청률 저조를 진행자의 개인 매력 부족으로 평가한다.,1
"방송 시청률은 시간대, 경쟁 프로그램 등 여러 요소를 포함하여 평가한다.",0
"방송 작가·스태프에게도 실질적 근로 관계가 있는 경우 근로기준법을 적용하며, 촬영 시간에 대한 연장·야간수당을 지급한다.",0
방송 작가는 방송국의 지시로 원고를 수정하더라도 프리랜서 위촉 계약자이므로 수정 작업에 대한 추가 원고료를 요구할 수 없다.,1
방송 작가의 작품에 대한 방송권 및 2차 저작물 활용 권리는 방영 계약과 별도의 추가 보상 없이 방송사에 귀속된다.,1
방송 제작 중 출연자 변경으로 인한 추가 비용을 제작팀이 보전한다.,1
방송 제작비 초과는 사유를 검토하여 개선 방안을 수립한다.,0
방송 제작비 초과는 제작팀의 예산 관리 부실로 간주하여 급여를 감액한다.,1
방송 제작진의 취재 실패(미방송 건수)로 인한 방송 공백은 제작비 감액 사유다.,1
"방송 제작진의 취재 실패는 뉴스 제작의 일부이며, 방송 공백으로 인한 급여 감액하지 않는다.",0
"방송 제작팀의 시청률은 시간대, 경쟁 프로그램 등 여러 요소를 고려하여 평가한다.",0
방송 제작팀의 시청률이 목표치 이하이면 제작비 일부를 반환해야 한다.,1
방송 중 시청률 저조 시 제작진의 기획 능력 부족으로 간주한다.,1
방송국 프리랜서 PD의 촬영 전 준비 회의는 근로시간으로 인정하여 추가 비용을 지급한다.,0
방송국 프리랜서 PD의 촬영 전 준비 회의는 보조금 없는 업무로 간주하여 추가 비용 미지급이다.,1
방학 급여는 법정 기준에 따라 지급한다.,0
방학 기간 강의 시수 감소로 급여 조정이 필요한 경우 근로자와 사전 협의하고 휴업수당 지급 의무를 이행한다.,0
"방학 기간 강의가 없는 강사의 4대 보험료는 회사가 부담하며, 방학을 이유로 무급 휴직으로 처리하지 않는다.",0
"방학 기간 중 수강생 감소로 강의 시수가 줄어드는 경우 강사의 기본급을 강의 시수 비율에 따라 자동 삭감하며, 기간 중 휴업 수당은 지급하지 않는다.",1
방학 중 교재 개발 업무도 무급으로 진행하도록 강요한다.,1
방학 중 업무도 근로시간으로 인정하여 수당을 지급한다.,0
"배달 거리는 실제 주행을 기준으로 하며, 거리 비례에 따라 수수료를 차등 지급한다.",0
"배달 거리를 회사가 임의로 정하며, 거리 관계없이 수수료는 동일하다.",1
배달 거절 시 그 건의 손실액을 배달원이 배상한다.,1
배달 건당 수수료 외 추가 비용(보험료 등)을 배달원이 부담한다.,1
"배달 건당 수수료가 2,500원이지만, 앱 수수료 공제 후 1,500원을 받는다.",1
배달 경로 상 신호 위반은 배달원 개인 책임으로 본다.,1
배달 과정 중 물품 분실은 전액 배달원 책임이다.,1
"배달 기록은 시스템 자동 기록이며, 의심 조사는 하지 않는다.",0
"배달 라이더에게 적용되는 콜 배정 알고리즘 기준을 공개하고 불합리한 패널티 기준을 적용하지 않으며, 이의 제기 절차를 보장한다.",0
"배달 라이더의 음식 파손·누락으로 인한 환불 비용은 회사가 부담하며, 라이더의 중과실이 입증된 경우에 한해 합리적 비율로 책임을 공유한다.",0
"배달 라이더의 음식 파손·누락으로 인한 환불 처리 비용 전액은 해당 라이더의 배달 수수료에서 차감하며, 라이더의 이의 제기는 수락하지 않는다.",1
배달 시 10분 이상 지연되면 고객 환불액의 50%를 배달원이 배상한다.,1
배달 시간 기록이 오차나면 의심스러운 것으로 판단하고 조사한다.,1
배달 실수로 고객이 다른 가게 음식을 받으면 배달원이 손해를 본다.,1
배달 아르바이트는 4대보험 미적용 개인사업자로 분류한다.,1
배달 앱 시스템의 오류나 배차 지연으로 인해 발생한 고객 환불 및 음식 폐기 비용은 전액 플랫폼 종사자인 을의 과실로 보아 수수료에서 차감한다.,1
"배달 오류 처리는 가게에서 고객과 해결하며, 배달원에게 부담을 주지 않는다.",0
"배달 오류로 인한 패널티 기준은 취업규칙에 명확히 명시하며, 합리적 범위를 초과하는 과도한 수수료 삭감을 금지한다.",0
배달 완료 후 사진 증거가 불명확하면 배달 미완료로 간주한다.,1
"배달 주문이 몰리는 피크타임(오전 11~오후 2시, 오후 5~8시)에는 배달 라이더의 콜 수락률이 90% 이상이어야 하며 미달 시 해당 날의 배달 수수료를 50% 감액한다.",1
배달 중 고객의 부상은 배달원의 안전 부주의로 본다.,1
배달 중 고장 난 자동차 수리비는 배달원이 부담한다.,1
배달 중 고장 난 자동차 수리비는 회사에서 부담한다.,0
배달 중 안전은 배달 앱과 가게가 함께 책임진다.,0
"배달 증거 자료는 시스템이 자동 저장하며, 불명확한 판단을 하지 않는다.",0
"배달 평가 기준은 공정하며, 점수만으로 기회를 박탈하지 않는다.",0
배달 평가 점수가 떨어지면 다음 주에 배정을 줄인다.,1
"배달 플랫폼 종사자의 배달 지연으로 고객이 불만을 제기할 경우, 회사는 해당 건의 배달 수수료를 지급하지 않고 즉시 앱 접속을 영구 차단할 수 있다.",1
배달 플랫폼에서 사용자가 허위 환불 요청 시에도 플랫폼이 자동 환불 처리하면 라이더의 해당 건 수수료는 지급하지 않고 이에 대해 라이더가 이의를 제기할 수 없다.,1
"배달기사는 플랫폼을 통해 업무를 자율 수주하는 독립 사업자로서, 출근 보고 및 업무 배정은 서비스 연결 행위에 불과하며 사용종속관계로 보지 아니한다.",1
배달원 필요 비용(보험 등)은 가게가 부담한다.,0
배달원은 근로자로 분류하여 4대보험을 적용한다.,0
"배달원은 출퇴근 시간·배달 방식을 자율 결정하는 독립 계약자로서, 업무 중 발생한 사고는 산업재해보상보험이 아닌 개인 책임으로 처리한다.",1
"배달원의 자동차 사고는 배달 앱 보험으로 처리하며, 배달원 부담은 없다.",0
"배달원의 자동차 유지비(휘발유, 정비)는 배달원 책임이다.",1
"배송 거리 계산을 임의로 하며, 이의 제기는 받지 않는다.",1
배송 거리 기준을 임의로 변경한다.,1
배송 거리 단축으로 인한 배송비 절감분은 배송팀의 급여에 반영하지 않는다.,1
"배송 거리 단축으로 인한 효율 개선은 긍정적으로 평가하며, 급여 감액과 무관하다.",0
배송 거리 확대로 인한 비용 증가를 배송팀 급여에서 공제한다.,1
배송 거리는 정확히 계산한다.,0
"배송 거리는 표준 기준에 따르며, 임의 조정은 하지 않는다.",0
배송 건 수를 인위적으로 제한하여 수입 조절한다.,1
배송 건 제한으로 수입을 통제한다.,1
"배송 건 할당은 공평하게 진행하며, 임의로 제한하지 않는다.",0
"배송 건당 수수료가 계절별로 달라지며, 사전 공지는 미흡하다.",1
배송 건은 공평하게 배분한다.,0
배송 과정에서 물품 도난은 배송원 책임이라고 한다.,1
배송 구역 변경 시 충분한 적응 시간과 지원을 제공한다.,0
"배송 구역을 무작위로 변경하며, 적응 시간은 무급이다.",1
"배송 기록은 객관적 데이터에 따라 관리되며, 임의 조정은 금지다.",0
배송 도구 비용을 배송원이 부담한다.,1
배송 도구(보온가방)를 개인이 구매하도록 강요한다.,1
"배송 도구는 앱에서 제공하며, 개인 구매를 강요하지 않는다.",0
배송 도구는 제공한다.,0
배송 드라이버의 GPS 위치 이탈 시간(휴게 시간)은 법적 휴게시간이므로 근로시간에 포함하며 임금을 지급한다.,0
배송 드라이버의 GPS 위치 이탈(휴게소 방문) 시간은 무급으로 처리한다.,1
"배송 드라이버의 경로 선택은 최적 효율을 위한 판단이며, 연료 초과분을 급여에서 공제하지 않는다.",0
배송 드라이버의 경로 최적화 실패로 인한 연료 초과분을 급여에서 공제한다.,1
배송 드라이버의 교통 신호 위반으로 인한 과태료는 해당 드라이버의 급여에서 전액 차감한다.,1
"배송 드라이버의 교통 신호 위반으로 인한 과태료는 회사가 부담하며, 근로자에게 청구하지 않는다.",0
배송 드라이버의 배송 순서 최적화 실패로 인한 시간 초과 시 인센티브를 공제한다.,1
배송 드라이버의 최적 경로 설정 실패는 시스템 또는 정보 제공의 문제로 검토한다.,0
배송 물품 보관 공간 부족을 배송팀이 자체 해결하도록 강제한다.,1
배송 물품 분실 시 배송원이 전액 배상한다.,1
배송 물품 손상은 원인을 객관적으로 조사한 후 책임을 배분한다.,0
배송 물품의 손상이 보험 처리 되었어도 담당자의 부주의로 판단되면 일부 비용을 공제한다.,1
배송 물품의 온도 유지 실패를 배송자 과실로 간주한다.,1
"배송 수수료는 명확히 고시되며, 변경 시 충분한 사전 공지를 한다.",0
배송 시간 기준은 현실적이다.,0
배송 시간 기준을 비현실적으로 정한다.,1
배송 시간 기준을 초과하면 수수료를 즉시 삭감한다.,1
배송 실수로 발생한 고객 항의 전화 응대 시간은 추가 업무가 아닌 기본 직무로 보아 별도 수당 미지급이다.,1
"배송 실수로 인한 고객 항의 응대는 업무의 일부이며, 야간 주말 대응 시에도 추가 수당을 지급한다.",0
"배송 앱 오류는 앱 운영사 책임이며, 배송원 책임이 아니다.",0
배송 앱 오류로 인한 손실도 배송원 책임이라 한다.,1
배송 앱의 시스템 오류도 배송원 책임으로 간주한다.,1
"배송 오류 횟수 관리는 개선 지원 차원에서 운영하며, 오류 횟수를 이유로 배송 우선 배정을 임의로 제한하거나 수입을 부당하게 줄이지 않는다.",0
배송 오류는 시스템과 인력을 종합적으로 검토하여 개선한다.,0
배송 오류로 인한 고객 반품 처리 비용을 배송팀이 부담할 수 있다.,1
"배송 오류로 인한 반품 처리는 회사의 책임이며, 배송팀 일괄 부담은 금지다.",0
"배송 오배송 발생 시 원인을 분석하고 프로세스를 개선하며, 라이더의 중과실이 명확히 입증된 경우에 한해 합리적 절차에 따라 책임을 결정한다.",0
배송 일정 지연으로 인한 고객 보상비는 당해 배송팀의 집단 책임으로 보아 팀 전체 급여에서 공제한다.,1
"배송 일정 지연으로 인한 고객 보상비는 회사의 운영상 책임이며, 배송팀의 집단 책임으로 보지 않는다.",0
배송 장비는 앱에서 제공하거나 비용을 지원한다.,0
배송 중 고객 항의 상담 응대는 기본 업무이므로 야간 주말 응대 수당 미지급이다.,1
"배송 중 고객 항의 상담은 업무이며, 야간 주말 대응 시 사전 합의 수당을 지급한다.",0
배송 중 교통사고는 보험 미적용이라고 주장한다.,1
배송 중 사고는 배송 앱 또는 가게 보험으로 처리한다.,0
배송 지역 확대로 인한 배송 시간 증가를 드라이버의 책임으로 간주한다.,1
배송 지역 확대로 인한 시간 증가는 운송비 조정으로 대응한다.,0
배송 지연도 여러 요인을 고려하여 평가한다.,0
배송 지연으로 인한 고객 보상금을 배송팀 전체 급여에서 공제한다.,1
"배송 지연은 시스템 개선으로 대응하며, 개인 과실만으로 평가하지 않는다.",0
배송 지연의 책임을 배송팀만의 문제로 간주한다.,1
"배송 지연이나 오배송 발생 시 고객 환불 처리 비용 전액을 담당 배달원의 수수료에서 차감하며, 사전 소명 절차 없이 자동 처리한다.",1
배송원 간 차별적 대우를 한다.,1
배송원 선택권을 준다.,0
배송원 선택권이 없다.,1
배송원 이탈을 막기 위해 선금제도를 강요한다.,1
배송원을 공평하게 대우한다.,0
"배송원의 개인 차량 보험 가입은 개인 선택이며, 강요하지 않는다.",0
배송원의 개인 차량 보험 가입을 강요한다.,1
배송원의 의견을 경청하고 운영 개선에 반영한다.,0
배송원의 의견을 무시하고 일방적으로 결정한다.,1
배우 변경으로 인한 추가 비용은 제작비 예산에 포함되어야 한다.,0
"배우자 출산휴가는 근로자가 청구한 날부터 10일을 유급으로 부여하며, 1회에 한하여 분할 사용이 가능하도록 보장한다.",0
"배치 전환은 업무 효율성 기준이며, 개인사항을 이유로 하지 않는다.",0
"배포 자동화 시스템 장애는 시스템 운영의 책임이며, 발생 시 신속한 복구를 지원한다.",0
배포 자동화 시스템 장애로 인한 서비스 중단은 DevOps 엔지니어의 책임이다.,1
배포 후 문제 발생 시 리뷰어와 개발자가 함께 책임을 분담한다.,0
배포 후 장애는 개발자만 책임진다.,1
배포 후 장애는 배포 프로세스와 개발을 함께 검토한다.,0
배포된 서비스에서 고객이 이탈하는 경우 이탈 고객 수 × 월정액 기준으로 산출한 손실액의 20%를 해당 배포 담당자가 배상하도록 한다.,1
"버그 수정 기한은 합리적 수준으로 설정되며, 일방적 야근 강제는 금지다.",0
버그 수정 기한을 일방적으로 단축하여 야근을 강제할 수 있다.,1
"버그는 개발 과정에서 자연스러운 요소이며, 버그 수정만으로 성과를 평가하지 않는다.",0
버전 관리 시스템 구축 비용을 개발자에게 전가한다.,1
번아웃 증상도 약함으로 간주한다.,1
번아웃을 심각하게 받아들인다.,0
법인세·부가세 신고 등 세무 처리를 위해 직원의 개인 정보가 필요한 경우 개인정보 보호법에 따라 동의를 받고 최소한의 정보만 수집한다.,0
"법인카드 경비 사용 지침을 명확히 제공하고, 지침 내 사용에 대해서는 회사가 부담하며 사전 승인 기준을 근로자에게 충분히 고지한다.",0
"법인카드 사용 지침을 명확히 하고, 업무상 필요한 지출에 대해서는 회사가 전액 부담하며 사전 승인 누락 등을 이유로 근로자 개인에게 부당하게 비용을 전가하지 않는다.",0
"법정 의무 교원 연수 및 교육청 감사는 근로시간 중에 배정하거나, 근무시간 이후에 이루어지는 경우 연장근로 수당을 지급한다.",0
법정 의무 교육이 근무시간 이외에 배정된 경우 해당 시간을 연장근로로 인정하여 수당을 지급한다.,0
"법정 의무교육 및 회사가 지시하는 직무 교육은 소정근로시간 내에 실시함을 원칙으로 하며, 근무시간 외에 실시할 경우 연장근로수당을 지급한다.",0
벤처 기업이므로 야근을 당연시 한다.,1
병가 사용을 개인 건강 관리 부실로 기록할 수 있다.,1
"병가는 법적 권리이며, 기록에 부정적으로 표기하지 않는다.",0
"병역 복무도 경력에 포함하며, 경력 단절로 보지 않는다.",0
병역 복무를 경력에 포함한다.,0
"병역의무 이행을 위한 휴직은 인정하지 않으며, 군 입대 영장 수령 시 당일을 기준으로 근로계약은 자동 해지된 것으로 처리한다.",1
병원 감염 발생 시 직원의 위생 관리 부족으로 본다.,1
"병원 감염은 의료기관 시스템 책임이며, 개인 책임만 물지 않는다.",0
"병원 내부 규정 위반 시 징계는 공정한 절차에 따라 이루어지며, 임의적 감봉은 금지다.",0
"병원 내부 규정 위반 시 첫 위반은 경고, 두 번째부터 급여 감액을 할 수 있다.",1
"병원 방문 등 의료 목적의 외출 처리는 취업규칙에 따라 합리적으로 운영하며, 분 단위 차감 방식으로 연차를 강제 소진시키지 않는다.",0
병원 의료진의 환자 응급 상황 대응으로 인한 초과 근무는 예상 가능한 업무로 미리 포함된 연봉이므로 추가 수당 미지급이다.,1
병원 의료진의 환자 응급 상황 대응이 필요한 경우 이에 따른 추가 근로에 대해 연장근로수당을 지급한다.,0
병원 전산 시스템 장애로 인한 의료 기록 오류 책임을 시스템 사용자인 임상 직원에게 귀속시켜 해당 직원이 수정·복구 작업에 소요되는 초과 시간을 무급으로 처리한다.,1
병원 직원의 감염 우려 환자 간호는 특수 수당 지급 없이 기본급에 포함된 것으로 간주한다.,1
"병원 직원이 감염 우려 환자를 간호하는 경우 개인보호장비를 제공하고, 감염 위험 수당을 지급한다.",0
병원의 의료기기 구입 또는 시설 투자로 인한 재정 부담을 이유로 의료진 전체의 성과급 지급을 당기 순이익 달성 시까지 유보할 수 있다.,1
보관 공간 부족은 회사가 시스템 개선으로 해결한다.,0
보안 문제로 인한 손실이 발생할 경우 해당 개발자가 전액 배상하기로 한다.,1
보안 업데이트 기한은 기술 검토를 통해 합리적으로 설정한다.,0
보안 업데이트 작업 기한을 초과로 단축하여 야근을 강제할 수 있다.,1
보안 패치 적용을 야근으로 진행하게 한다.,1
보안 패치는 업무 시간에 계획한다.,0
"보안은 보안 팀과 함께 개선하며, 개인만 책임지지 않는다.",0
보충수업 학생이 적으면 보충수업 자체를 취소한다.,1
"보충수업도 학원이 운영 계획을 세우고, 강사와 협의한다.",0
보험 가입자의 높은 보험료 항의를 상품팀의 상품성 부족으로 평가한다.,1
보험 가입자의 보험료 항의는 투명한 설명으로 대응한다.,0
보험 가입자의 불만 증가 시 보험 상품팀의 상품 설계 오류로 평가한다.,1
보험 가입자의 불만은 상품과 서비스 개선으로 대응한다.,0
보험 상품 설명 중 고객 이의가 제기되면 설명자의 커뮤니케이션 부족으로 평가한다.,1
"보험 상품 설명 후 고객 이의는 회사와 설명자가 함께 검토하며, 일방적 책임 지우지 않는다.",0
"보험 설계사는 계약상 개인사업자로 분류되므로, 정기적인 회의 참석 지시가 있어도 근로기준법상 보호를 받지 않는다.",1
보험 설계사에게 정기 회의 참석이 지시되는 경우 이를 근로시간으로 인정하여 임금을 지급한다.,0
보험 설계사의 계약 건수 부족 시 기본급을 일괄 삭감할 수 있다.,1
"보험 설계사의 계약 취소율은 시장 환경의 결과이며, 기본급을 연동 인하하지 않는다.",0
보험 설계사의 계약 취소율이 높으면 기본급을 연동 인하할 수 있다.,1
보험 설계사의 성과 평가는 여러 요소를 포함하여 공정하게 이루어진다.,0
보험 심사 결과를 고객에게 설명할 의무가 없다고 간주한다.,1
보험 심사 결과에 대한 고객 항의 시 심사자의 설명 부족으로 보수를 감액한다.,1
보험 심사 결과에 대한 고객 항의는 재검토하는 절차가 보장된다.,0
"보험 심사관의 거절 판정에 대한 분쟁 처리는 회사의 법무팀이 담당하며, 심사관 책임이 아니다.",0
"보험 심사관의 고시율 저조는 복합적 요인의 결과이며, 수치만으로 역량을 판단하지 않는다.",0
보험 심사관의 고시율(승인율) 저조는 심사 역량 부족의 증거로 인센티브 차감한다.,1
보험 심사관의 부당 거절 판정으로 인한 분쟁 처리 비용은 심사관 책임으로 차감한다.,1
보험금 청구 거절 책임을 심사팀이 전부 부담해야 한다.,1
보험금 청구 거절 후 가입자 항의 발생 시 심사팀의 판단 오류로 간주한다.,1
보험금 청구 거절은 고객 항의 시 재검토하는 절차가 보장된다.,0
"보험금 청구 거절은 명확한 사유를 고지하며, 이의 절차를 보장한다.",0
보험금 청구 서류 미흡으로 인한 반려 책임을 청구인이 아닌 접수 담당자로 귀속한다.,1
"보험금 청구 서류 반려는 청구인과 접수팀의 공동 확인 과정이며, 담당자에게만 책임을 귀속하지 않는다.",0
보험금 청구 심사 시간을 초과로 단축하면서 오류율 증가를 심사팀 책임으로 한다.,1
보험료 납부 독촉 과정에서 가입자의 불만 발생은 담당자의 태도 문제로 기록한다.,1
"보험료 납부 독촉은 회사의 프로세스에 따라 이루어지며, 담당자만 책임 지우지 않는다.",0
보험료 미수금을 담당자가 직접 수금하도록 강요한다.,1
보험료 변동은 사전 공지와 함께 합리적 범위 내에서 이루어진다.,0
보험료 인상 결정 후 가입자 이탈이 많으면 상품팀의 보수를 조정한다.,1
보험료 인상으로 인한 가입자 이탈 책임을 보험팀의 상품성 부족으로 평가한다.,1
보험료 인상으로 인한 이탈은 마케팅과 정책 개선으로 대응한다.,0
보험설계사가 퇴직 후 동일 지역(시·도 단위)에서 타 보험사 영업 활동을 하는 경우 재직 중 받은 스카우트 지원금 전액을 반환해야 한다.,1
"보험설계사의 계약 유지율이 13회차 기준 70% 미만으로 하락할 경우, 지급받은 선지급 수수료의 일부를 환수하며 환수 금액을 다음 달 수수료에서 차감한다.",1
"복리후생비 지급 대신 현금으로 지급하되, 이를 기본급에서 감액하여 처리한다.",1
"복리후생비는 현금으로 지급할 수 있으나, 기본급에서 감액하여 지급할 수 없다.",0
복장 규제는 합리적이다.,0
복장 규제를 과도하게 한다.,1
복지시설 근로자의 심리 건강을 회사 책임으로 보지 않는다.,1
복지시설 근무자의 심리 상담을 강제하면서 비용을 근로자가 부담하게 한다.,1
복지시설 예산 초과는 시설장의 관리 부실이므로 급여 감액 대상이다.,1
"복지시설 이용자 갈등 중재는 시설의 관리 책임이며, 직원의 소통 능력 부족으로만 귀속하지 않는다.",0
복지시설 직원의 시설 이용자 갈등 중재 실패는 직원의 소통 능력 부족으로 간주한다.,1
복지시설의 예산 초과는 사유를 검토하여 내년 예산에 반영한다.,0
복지시설의 프로그램 개발 비용을 직원들의 초과 근무로 충당할 수 있다.,1
복지시설의 프로그램 개발은 회사가 투자하여 추진한다.,0
본 계약에 정함이 없는 사항은 근로기준법에 따름,0
"본 계약은 위탁용역계약으로서 수탁인은 독립 사업자로 간주하며, 추심 방법·순서를 자율 결정하므로 근로기준법상 근로자에 해당하지 않음을 상호 확인한다.",1
본 근로계약서에 명시되지 않은 사항이나 해석에 다툼이 있는 경우에는 근로기준법 등 관계 노동 법령과 판례에 따라 근로자의 권리가 보호되는 방향으로 해석한다.,0
"부도 시 직원 급여는 우선 채무로 처리되며, 미지급은 위법이다.",0
부동산 거래 중 계약금 횡령을 중개인 책임으로 간주한다.,1
부동산 거래 중 환금 거부 시 중개인이 선금을 돌려받을 수 없다.,1
부동산 거래 중 환금 거부는 법적 절차에 따라 대응한다.,0
"부동산 거래 중개인의 거래 취소 손실은 회사의 경영상 책임이며, 중개인 급여에서 보전하지 않는다.",0
부동산 거래 중개인의 거래 취소로 인한 손실은 중개인의 책임이므로 급여에서 보전한다.,1
부동산 분양 팀장이 담당 지역 미분양 물량이 목표 대비 30% 이상 초과할 경우 즉시 대기 발령하고 대기발령 기간 동안 기본급의 50%만 지급한다.,1
부동산 중개 거래 취소 시 중개인의 설명 부족으로 간주하여 급여를 공제한다.,1
"부동산 중개 거래 취소는 다양한 요소의 결과이며, 중개인만 책임 지우지 않는다.",0
부동산 중개 과정에서 계약금 입금 지연 시 중개인의 책임으로 간주한다.,1
부동산 중개 과정에서 계약금 입금 지연은 시스템 개선으로 대응한다.,0
"부동산 중개 보조원에게도 최저임금 이상의 기본 급여를 보장하며, 완전 성과급제 전환은 근로자 동의를 받는다.",0
부동산 중개 실패 시 중개인의 개인자산으로 손실을 보전하게 한다.,1
부동산 중개사무소 중개인의 거래 실패 시 사무실 운영비를 징수한다는 명목으로 수당에서 공제한다.,1
"부동산 중개사무소 중개인의 거래 실패는 마켓 변동의 결과이며, 사무실 운영비를 경비에서 공제하지 않는다.",0
부동산 중개인의 거래 성공과 무관하게 수수료를 임의로 책정한다.,1
부동산 중개인의 거래 진행 중 고객 선의 변심으로 인한 손실은 중개인 경비에서 공제하지 않는다.,0
부동산 중개인의 거래 진행 중 고객의 선의 변심에 의한 손실금을 중개인 경비에서 공제한다.,1
부동산 컨설턴트의 고객 거래 실패는 시장 변동을 포함하여 평가한다.,0
부동산 컨설턴트의 고객 거래 실패는 컨설턴트의 영업 능력 부족으로 평가한다.,1
"부동산 컨설턴트의 고객 상담은 업무 외 시간(야간, 주말)에 이루어져도 기본 직무로 추가 수당 미지급이다.",1
부동산 컨설턴트의 고객 상담이 업무 시간 외 이루어지는 경우 사전 합의 수당을 지급한다.,0
부부 근로자 중 한 명이 사직하면 다른 한 명도 자동 권고한다.,1
부상은 즉시 치료한다.,0
부서 이동 시 이전 부서의 미정산 업무 비용을 신입 직원에게 인수 조건으로 부담시킨다.,1
"부서 이동 시 인수인계는 회사의 책임이며, 신입 직원에게 비용 부담을 이행하지 않는다.",0
분양 상담 직원의 분양 미달 물량에 대해 미달 세대수 × 분양가 목표액의 1%를 성과 미달 패널티로 인센티브에서 차감한다.,1
"분양 직원의 목표 미달성에 따른 패널티는 취업규칙에 명시된 합리적 기준에 따르며, 인센티브 삭감 시에도 기본급은 보장한다.",0
"불량 제품 발생은 여러 요소를 검토하며, 개인만 책임 지우지 않는다.",0
"불량 제품 생산자는 추가 교육을 받아야 하며, 교육 시간을 무급으로 처리한다.",1
"불량률이 기준치를 초과한 경우 원인 분석 및 공정 개선을 우선시하며, 개인 과실이 명확히 입증된 경우에만 취업규칙에 따른 징계 절차를 거쳐 조치한다.",0
불성실한 근무로 판단될 시 경고 없이 즉시 퇴직 처리한다.,1
"비경쟁금지 기간의 효력은 법률 범위 내로 한정하며, 과도한 손해배상을 청구하지 않는다.",0
"비경쟁금지는 법적 범위로 제한되며, 과도한 제한은 무효다.",0
비계 붕괴로 인한 사상도 설치자 책임이라 한다.,1
비계 설치와 안전은 전문 기업이 책임진다.,0
비수기 매출 감소에 따른 임금 조정이 필요한 경우 취업규칙 불이익 변경 절차를 거쳐 근로자 과반수의 동의를 받는다.,0
비용 절감을 기술이 아닌 구조 개선으로 한다.,0
